"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"11818",18197,"Paraiso","22/07/2011 09:16","Medio (4 - 8 mts)",130,"Grande",-68.8404309898,-32.8692150999,4,"Cuarta Oeste",1173332.70145,0,"medio"
"8931",13641,"Paraiso","25/02/2011 09:07","Alto (> 8 mts)",186,"Grande",-68.8522947397,-32.866424611,6,"Residencial Norte",2694682.37982,0,"medio"
"31761",48180,"Olmo bola","02/09/2011 14:31","Alto (> 8 mts)",112,"Grande",-68.8274569002,-32.8693076105,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"4618",7074,"Caducifolio","02/06/2011 14:02","Muy bajo (1 - 2 mts)",24,"Mediano",-68.8582405373,-32.8977589399,5,"Residencial Sur",2423808.92355,0,"bajo"
"18390",28009,"Morera","04/11/2011 09:01","Alto (> 8 mts)",98,"Grande",-68.8358817896,-32.8941234116,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"16912",25764,"Morera","03/02/2011 09:45","Alto (> 8 mts)",128,"Grande",-68.8420338866,-32.9038002451,2,"Barrio Civico",2366816.36021,0,"medio"
"8945",13664,"Paraiso","25/02/2011 13:46","Alto (> 8 mts)",170,"Grande",-68.8520492636,-32.8649914245,6,"Residencial Norte",2694682.37982,0,"medio"
"9900",15243,"Paraiso","16/11/2011 12:20","Muy bajo (1 - 2 mts)",10,"Chico",-68.860335632,-32.8695485198,6,"Residencial Norte",2694682.37982,0,"bajo"
"20310",30856,"Fresno europeo","15/02/2011 12:41","Medio (4 - 8 mts)",95,"Grande",-68.8549794315,-32.8658141583,6,"Residencial Norte",2694682.37982,0,"bajo"
"1798",2727,"Morera","14/10/2011 11:30","Alto (> 8 mts)",190,"Grande",-68.8311666888,-32.885146246,3,"Parque O'Higgins",1531146.02653,1,"medio"
"16084",24459,"Paraiso","20/01/2011 09:33","Medio (4 - 8 mts)",128,"Grande",-68.8463265847,-32.90261304,2,"Barrio Civico",2366816.36021,0,"medio"
"5770",8859,"Morera","14/05/2010 10:39","Medio (4 - 8 mts)",123,"Grande",-68.8511490893,-32.8687896279,6,"Residencial Norte",2694682.37982,0,"medio"
"24719",37421,"Paraiso","03/01/2011 13:01","Alto (> 8 mts)",90,"Grande",-68.8570926666,-32.8708529699,6,"Residencial Norte",2694682.37982,0,"bajo"
"26307",39778,"Fresno europeo","13/07/2011 12:48","Medio (4 - 8 mts)",44,"Mediano",-68.851511173,-32.8830168073,1,"Parque Central",1655357.93265,0,"bajo"
"29915",45382,"Fresno europeo","16/09/2011 13:39","Alto (> 8 mts)",120,"Grande",-68.8252781391,-32.8720984852,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"16259",24727,"Morera","17/02/2011 10:21","Alto (> 8 mts)",180,"Grande",-68.8401886457,-32.8992228361,2,"Barrio Civico",2366816.36021,1,"medio"
"26641",40307,"Aguaribay","11/04/2011 12:35","Alto (> 8 mts)",240,"Grande",-68.8458396272,-32.8802594216,1,"Parque Central",1655357.93265,1,"alto"
"5594",8576,"Fresno europeo","03/02/2011 11:26","Medio (4 - 8 mts)",35,"Mediano",-68.840761689,-32.9032842093,2,"Barrio Civico",2366816.36021,0,"bajo"
"29947",45427,"Morera","09/09/2011 15:39","Alto (> 8 mts)",180,"Grande",-68.8259597087,-32.872717907,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30196",45813,"Fresno americano","01/09/2011 10:38","Bajo (2 - 4 mts)",40,"Mediano",-68.820437678,-32.8705362089,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"23915",36226,"Morera","18/03/2011 09:35","Muy bajo (1 - 2 mts)",2,"Chico",-68.8542165855,-32.8775794443,6,"Residencial Norte",2694682.37982,0,"bajo"
"30353",46044,"Fresno europeo","19/09/2011 13:34","Medio (4 - 8 mts)",220,"Grande",-68.82089611,-32.8728576698,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"18573",28266,"Morera","28/02/2011 16:05","Medio (4 - 8 mts)",86,"Grande",-68.8493215917,-32.8932669664,2,"Barrio Civico",2366816.36021,0,"bajo"
"11634",17928,"Morera","03/08/2011 14:08","Alto (> 8 mts)",150,"Grande",-68.8371768734,-32.8663772377,4,"Cuarta Oeste",1173332.70145,0,"medio"
"17782",27077,"Pltano","21/10/2011 14:47","Alto (> 8 mts)",160,"Grande",-68.8385458509,-32.887786383,3,"Parque O'Higgins",1531146.02653,0,"medio"
"27397",41440,"Morera","07/04/2011 13:44","Alto (> 8 mts)",123,"Grande",-68.8413446189,-32.8818196803,1,"Parque Central",1655357.93265,0,"medio"
"3989",6144,"Olmo comun","15/04/2011 13:04","Medio (4 - 8 mts)",42,"Mediano",-68.8425408363,-32.8827060608,1,"Parque Central",1655357.93265,0,"bajo"
"978",1494,"Paraiso","24/11/2011 11:30","Medio (4 - 8 mts)",110,"Grande",-68.872058649,-32.8765942229,7,"Residencial Parque",1786336.08966,0,"medio"
"23800",36058,"Acer","18/03/2011 12:07","Medio (4 - 8 mts)",45,"Mediano",-68.8574234416,-32.8757464809,6,"Residencial Norte",2694682.37982,0,"bajo"
"14500",22145,"Fresno europeo","13/05/2011 13:46","Alto (> 8 mts)",62,"Grande",-68.855470682,-32.8983101483,5,"Residencial Sur",2423808.92355,1,"bajo"
"17682",26931,"Pltano","01/11/2011 17:47","Medio (4 - 8 mts)",170,"Grande",-68.8355460592,-32.8870451537,3,"Parque O'Higgins",1531146.02653,1,"medio"
"31885",48372,"Fresno europeo","05/09/2011 09:00","Medio (4 - 8 mts)",110,"Grande",-68.8291450517,-32.8693317485,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"30093",45670,"Morera","26/08/2011 11:49","Alto (> 8 mts)",140,"Grande",-68.8222074185,-32.8698638187,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"20753",31519,"Fresno europeo","18/05/2011 12:21","Medio (4 - 8 mts)",100,"Grande",-68.8595286348,-32.8913766404,5,"Residencial Sur",2423808.92355,0,"bajo"
"25110",37991,"Fresno americano","10/01/2012 13:38","Bajo (2 - 4 mts)",44,"Mediano",-68.847931529,-32.8733832972,6,"Residencial Norte",2694682.37982,1,"bajo"
"25079",37949,"Morera","26/08/2010 09:41","Muy bajo (1 - 2 mts)",8,"Chico",-68.847871316,-32.8735011115,6,"Residencial Norte",2694682.37982,0,"bajo"
"21751",33018,"Acacia SP","18/05/2011 13:27","Alto (> 8 mts)",90,"Grande",-68.8512090124,-32.8881654719,5,"Residencial Sur",2423808.92355,0,"bajo"
"7032",10732,"Acer","06/04/2011 11:59","Muy bajo (1 - 2 mts)",5,"Chico",-68.8582003546,-32.8767021838,7,"Residencial Parque",1786336.08966,0,"bajo"
"30480",46250,"Paraiso","27/09/2011 12:34","Bajo (2 - 4 mts)",25,"Mediano",-68.8256507156,-32.8756256871,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"14835",22625,"Morera","22/06/2011 10:30","Alto (> 8 mts)",120,"Grande",-68.8611735881,-32.9005483398,5,"Residencial Sur",2423808.92355,0,"medio"
"21350",32398,"Acacia SP","23/05/2011 14:03","Alto (> 8 mts)",123,"Grande",-68.850183268,-32.8893339796,5,"Residencial Sur",2423808.92355,0,"medio"
"4436",6810,"Morera","23/05/2011 13:44","Medio (4 - 8 mts)",135,"Grande",-68.8611853867,-32.8934735886,5,"Residencial Sur",2423808.92355,1,"medio"
"15895",24176,"Morera","24/01/2011 09:15","Alto (> 8 mts)",180,"Grande",-68.845802269,-32.9023837259,2,"Barrio Civico",2366816.36021,0,"medio"
"532",823,"Aguaribay","16/12/2011 11:32","Muy bajo (1 - 2 mts)",15,"Chico",-68.8822666723,-32.8670594868,8,"Aeroparque",2203364.73622,0,"bajo"
"18459",28108,"Morera","14/03/2011 16:45","Alto (> 8 mts)",108,"Grande",-68.8474424653,-32.8924675029,2,"Barrio Civico",2366816.36021,1,"medio"
"6242",9532,"Olmo comun","04/02/2011 13:15","Medio (4 - 8 mts)",64,"Grande",-68.8534828804,-32.8646550932,6,"Residencial Norte",2694682.37982,0,"bajo"
"8773",13401,"Fresno europeo","06/04/2011 13:11","Medio (4 - 8 mts)",50,"Mediano",-68.843769266,-32.8649631967,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"15769",23987,"Morera","14/01/2011 08:43","Alto (> 8 mts)",220,"Grande",-68.8460442034,-32.8998029879,2,"Barrio Civico",2366816.36021,0,"alto"
"6123",9364,"Fresno europeo","16/02/2011 10:01","Medio (4 - 8 mts)",38,"Mediano",-68.8453509321,-32.865781516,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"13882",21228,"Morera","11/05/2011 09:37","Muy bajo (1 - 2 mts)",10,"Chico",-68.8515569656,-32.8934672924,5,"Residencial Sur",2423808.92355,0,"bajo"
"11693",18010,"Morera","29/07/2011 17:22","Alto (> 8 mts)",220,"Grande",-68.8409506939,-32.8677725058,4,"Cuarta Oeste",1173332.70145,0,"alto"
"17450",26591,"Acacia SP","03/11/2011 11:47","Medio (4 - 8 mts)",75,"Grande",-68.831742093,-32.8912796737,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"17471",26621,"Pltano","03/11/2011 10:56","Muy bajo (1 - 2 mts)",8,"Chico",-68.8338575079,-32.8899925426,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"14831",22619,"Paraiso","23/06/2011 09:34","Alto (> 8 mts)",108,"Grande",-68.8621595521,-32.9015291811,5,"Residencial Sur",2423808.92355,0,"medio"
"5386",8239,"Pltano","25/02/2011 12:56","Alto (> 8 mts)",166,"Grande",-68.8430297126,-32.8923133276,2,"Barrio Civico",2366816.36021,0,"medio"
"5079",7776,"Morera","13/05/2011 09:09","Bajo (2 - 4 mts)",44,"Mediano",-68.856478726,-32.8854805833,5,"Residencial Sur",2423808.92355,0,"bajo"
"13046",20008,"Morera","11/08/2011 10:04","Medio (4 - 8 mts)",60,"Mediano",-68.8336023319,-32.8666249971,4,"Cuarta Oeste",1173332.70145,1,"bajo"
"207",327,"Fresno europeo","07/03/2012 10:32","Muy bajo (1 - 2 mts)",5,"Chico",-68.8203178588,-32.8678154382,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"3580",5499,"Fresno europeo","08/04/2011 12:24","Bajo (2 - 4 mts)",28,"Mediano",-68.8437576757,-32.8805210036,1,"Parque Central",1655357.93265,0,"bajo"
"17807",27120,"Pltano","27/10/2011 08:43","Muy bajo (1 - 2 mts)",8,"Chico",-68.8388078312,-32.888880812,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"26299",39764,"Fresno europeo","13/07/2011 13:43","Alto (> 8 mts)",180,"Grande",-68.8502659634,-32.8830316434,1,"Parque Central",1655357.93265,0,"medio"
"22568",34214,"Fresno europeo","03/03/2011 13:05","Bajo (2 - 4 mts)",60,"Mediano",-68.8533000656,-32.8743351607,6,"Residencial Norte",2694682.37982,0,"bajo"
"26406",39932,"Morera","29/04/2011 09:57","Medio (4 - 8 mts)",150,"Grande",-68.8443830834,-32.8759324658,1,"Parque Central",1655357.93265,0,"medio"
"19018",28940,"Fresno americano","26/04/2011 10:18","Alto (> 8 mts)",127,"Grande",-68.8460521913,-32.8856270085,1,"Parque Central",1655357.93265,0,"medio"
"24995",37827,"Fresno europeo","10/12/2010 10:11","Alto (> 8 mts)",135,"Grande",-68.8489067337,-32.8724617114,6,"Residencial Norte",2694682.37982,0,"medio"
"26624",40284,"Fresno europeo","11/04/2011 09:21","Medio (4 - 8 mts)",140,"Grande",-68.845035254,-32.8811974506,1,"Parque Central",1655357.93265,0,"medio"
"2962",4540,"Ailanthus","29/07/2011 17:52","Medio (4 - 8 mts)",50,"Mediano",-68.8401001506,-32.8674681951,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"30418",46153,"Morera","27/09/2011 10:42","Alto (> 8 mts)",165,"Grande",-68.8244673375,-32.8743509447,4,"Cuarta Este Área Fundacional",1822015.85685,1,"medio"
"9044",13812,"Fresno europeo","27/01/2011 09:17","Bajo (2 - 4 mts)",18,"Chico",-68.8493152492,-32.863104233,6,"Residencial Norte",2694682.37982,0,"bajo"
"23209",35187,"Fresno americano","29/03/2011 10:40","Alto (> 8 mts)",108,"Grande",-68.8520099863,-32.8825847663,1,"Parque Central",1655357.93265,0,"medio"
"12593",19334,"Morera","19/07/2011 12:19","Alto (> 8 mts)",130,"Grande",-68.8356070421,-32.8705857372,4,"Cuarta Oeste",1173332.70145,0,"medio"
"15776",23996,"Paraiso","13/01/2011 11:42","Alto (> 8 mts)",132,"Grande",-68.8463255347,-32.9002502504,2,"Barrio Civico",2366816.36021,1,"medio"
"26974",40805,"Pltano","26/04/2011 16:45","Alto (> 8 mts)",118,"Grande",-68.8402979469,-32.8841149589,1,"Parque Central",1655357.93265,0,"medio"
"30911",46877,"Morera","09/09/2011 10:18","Alto (> 8 mts)",110,"Grande",-68.8338172614,-32.8705559609,4,"Cuarta Oeste",1173332.70145,1,"medio"
"19685",29913,"Pltano","15/03/2011 08:46","Alto (> 8 mts)",160,"Grande",-68.8399375733,-32.8922577564,2,"Barrio Civico",2366816.36021,0,"medio"
"20919",31769,"Pltano","27/06/2011 11:53","Alto (> 8 mts)",170,"Grande",-68.8581632368,-32.8904854001,5,"Residencial Sur",2423808.92355,0,"medio"
"17180",26168,"Morera","14/11/2011 17:08","Medio (4 - 8 mts)",50,"Mediano",-68.8298952386,-32.8872871007,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"6246",9536,"Morera","07/02/2011 08:39","Medio (4 - 8 mts)",70,"Grande",-68.8535417086,-32.8641644955,6,"Residencial Norte",2694682.37982,0,"bajo"
"629",958,"Olmo comun","11/01/2012 08:51","Bajo (2 - 4 mts)",30,"Mediano",-68.833282177,-32.8955357245,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"2103",3186,"Prunas","20/09/2011 11:01","Bajo (2 - 4 mts)",44,"Mediano",-68.829364613,-32.8747608809,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"13390",20523,"Paraiso","03/06/2011 09:56","Medio (4 - 8 mts)",77,"Grande",-68.8592726898,-32.898060431,5,"Residencial Sur",2423808.92355,0,"bajo"
"29607",44908,"Morera","23/08/2011 13:27","Alto (> 8 mts)",180,"Grande",-68.8254513726,-32.8676670809,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"22753",34484,"Morera","10/03/2011 12:25","Alto (> 8 mts)",162,"Grande",-68.8491644202,-32.875009398,6,"Residencial Norte",2694682.37982,0,"medio"
"11922",18347,"Morera","01/08/2011 08:47","Alto (> 8 mts)",105,"Grande",-68.8370553144,-32.8687012325,4,"Cuarta Oeste",1173332.70145,1,"medio"
"22328",33875,"Acacia visco","13/05/2011 11:39","Alto (> 8 mts)",160,"Grande",-68.8550320412,-32.885967669,5,"Residencial Sur",2423808.92355,0,"medio"
"16149",24571,"Catalpa","28/01/2011 10:18","Alto (> 8 mts)",171,"Grande",-68.8435917192,-32.9029338963,2,"Barrio Civico",2366816.36021,1,"medio"
"30355",46047,"Fresno europeo","19/09/2011 13:30","Medio (4 - 8 mts)",175,"Grande",-68.8212846711,-32.8728478317,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"20676",31393,"Morera","23/05/2011 12:41","Bajo (2 - 4 mts)",22,"Mediano",-68.8513161497,-32.8848061648,5,"Residencial Sur",2423808.92355,0,"bajo"
"27070",40948,"Pltano","18/04/2011 15:35","Alto (> 8 mts)",98,"Grande",-68.8408038605,-32.8854236888,1,"Parque Central",1655357.93265,0,"bajo"
"84",121,"Morera","29/02/2012 10:33","Bajo (2 - 4 mts)",16,"Chico",-68.8565817275,-32.8638083644,6,"Residencial Norte",2694682.37982,0,"bajo"
"17386",26480,"Perenne","09/11/2011 09:39","Alto (> 8 mts)",120,"Grande",-68.8317179748,-32.8917697104,3,"Parque O'Higgins",1531146.02653,0,"medio"
"9926",15277,"Fresno europeo","18/11/2011 17:17","Bajo (2 - 4 mts)",30,"Mediano",-68.8584409382,-32.8708951693,6,"Residencial Norte",2694682.37982,0,"bajo"
"1125",1712,"Prunas","23/11/2011 08:11","Bajo (2 - 4 mts)",9,"Chico",-68.8723033657,-32.8790307954,7,"Residencial Parque",1786336.08966,0,"bajo"
"26975",40807,"Pltano","26/04/2011 16:43","Alto (> 8 mts)",148,"Grande",-68.8402775769,-32.8840323379,1,"Parque Central",1655357.93265,0,"medio"
"22282",33802,"Fresno europeo","13/05/2011 08:26","Bajo (2 - 4 mts)",60,"Mediano",-68.8564219771,-32.8862885436,5,"Residencial Sur",2423808.92355,0,"bajo"
"29310",44460,"Pltano","17/10/2011 13:08","Alto (> 8 mts)",320,"Grande",-68.8359672213,-32.8836459743,3,"Parque O'Higgins",1531146.02653,1,"muy alto"
"30722",46598,"Morera","05/09/2011 09:13","Alto (> 8 mts)",195,"Grande",-68.8321874746,-32.8684633873,4,"Cuarta Oeste",1173332.70145,0,"medio"
"5311",8121,"Fresno europeo","16/03/2011 12:18","Medio (4 - 8 mts)",38,"Mediano",-68.8408879908,-32.8913578299,2,"Barrio Civico",2366816.36021,0,"bajo"
"15929",24223,"Paraiso","25/01/2011 14:05","Alto (> 8 mts)",220,"Grande",-68.8457327971,-32.9010953256,2,"Barrio Civico",2366816.36021,0,"alto"
"13975",21353,"Paraiso","09/05/2011 09:09","Alto (> 8 mts)",145,"Grande",-68.8532235313,-32.8932168745,5,"Residencial Sur",2423808.92355,0,"medio"
"8851",13508,"Morera","01/02/2011 13:06","Medio (4 - 8 mts)",70,"Grande",-68.8513684807,-32.8637580758,6,"Residencial Norte",2694682.37982,1,"bajo"
"441",678,"Ailanthus","31/01/2012 17:51","Medio (4 - 8 mts)",70,"Grande",-68.8518493518,-32.9018321239,2,"Barrio Civico",2366816.36021,0,"bajo"
"22613",34275,"Morera","04/03/2011 09:46","Alto (> 8 mts)",160,"Grande",-68.852456873,-32.8735009136,6,"Residencial Norte",2694682.37982,0,"medio"
"23971",36310,"Morera","04/04/2011 12:17","Alto (> 8 mts)",170,"Grande",-68.8530300905,-32.8767052345,6,"Residencial Norte",2694682.37982,0,"medio"
"7057",10765,"Fresno europeo","04/04/2011 12:20","Medio (4 - 8 mts)",72,"Grande",-68.8529479707,-32.8767208824,6,"Residencial Norte",2694682.37982,0,"bajo"
"1183",1805,"Acer","24/11/2011 13:20","Medio (4 - 8 mts)",50,"Mediano",-68.8703353089,-32.8797295668,7,"Residencial Parque",1786336.08966,0,"bajo"
"25714",38886,"Jacarand","09/12/2010 10:01","Bajo (2 - 4 mts)",30,"Mediano",-68.8490717194,-32.871701061,6,"Residencial Norte",2694682.37982,0,"bajo"
"31758",48175,"Fresno europeo","17/08/2011 09:37","Medio (4 - 8 mts)",85,"Grande",-68.8290676095,-32.8676709995,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"15580",23699,"Fresno americano","24/01/2011 19:39","Medio (4 - 8 mts)",76,"Grande",-68.8491788997,-32.9005266663,2,"Barrio Civico",2366816.36021,0,"bajo"
"17880",27225,"Fresno europeo","26/10/2011 09:07","Bajo (2 - 4 mts)",25,"Mediano",-68.8370049427,-32.89055943,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"9585",14677,"Aguaribay","14/12/2011 17:33","Muy bajo (1 - 2 mts)",8,"Chico",-68.8813033919,-32.8673914734,8,"Aeroparque",2203364.73622,0,"bajo"
"24983",37808,"Fresno europeo","10/12/2010 12:41","Medio (4 - 8 mts)",65,"Grande",-68.8489450922,-32.8718335663,6,"Residencial Norte",2694682.37982,0,"bajo"
"27891",42228,"Morera","02/05/2011 10:14","Alto (> 8 mts)",160,"Grande",-68.8402217122,-32.8743461845,1,"Parque Central",1655357.93265,0,"medio"
"3060",4683,"Morera","05/08/2011 09:47","Alto (> 8 mts)",150,"Grande",-68.8366911333,-32.8649708937,4,"Cuarta Oeste",1173332.70145,0,"medio"
"1789",2716,"Fresno americano","12/10/2011 14:18","Alto (> 8 mts)",100,"Grande",-68.8316019716,-32.8826279711,3,"Parque O'Higgins",1531146.02653,1,"bajo"
"2192",3308,"Fresno americano","26/09/2011 08:29","Alto (> 8 mts)",51,"Mediano",-68.8293090407,-32.8763179456,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"22518",34137,"Paraiso","11/03/2011 10:08","Medio (4 - 8 mts)",120,"Grande",-68.8564153033,-32.8737295008,6,"Residencial Norte",2694682.37982,0,"medio"
"25847",39097,"Fresno europeo","23/12/2010 11:02","Alto (> 8 mts)",90,"Grande",-68.8540157255,-32.8713655469,6,"Residencial Norte",2694682.37982,0,"bajo"
"2060",3130,"Perenne","09/09/2011 15:36","Bajo (2 - 4 mts)",27,"Mediano",-68.8259688925,-32.8728213441,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"28762",43590,"Fresno americano","13/10/2011 12:24","Alto (> 8 mts)",65,"Grande",-68.8325702416,-32.8832780008,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"12018",18479,"Morera","07/07/2011 11:07","Medio (4 - 8 mts)",115,"Grande",-68.8385267736,-32.8744385109,1,"Parque Central",1655357.93265,0,"medio"
"28872",43757,"Morera","17/10/2011 08:24","Medio (4 - 8 mts)",120,"Grande",-68.8337683852,-32.8814165987,3,"Parque O'Higgins",1531146.02653,0,"medio"
"2971",4552,"Jacarand","05/08/2011 13:33","Muy bajo (1 - 2 mts)",24,"Mediano",-68.8399741577,-32.8649138552,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"17665",26907,"Fresno europeo","28/10/2011 16:33","Alto (> 8 mts)",180,"Grande",-68.8368705918,-32.886599386,3,"Parque O'Higgins",1531146.02653,0,"medio"
"17364",26456,"Fresno europeo","09/11/2011 09:12","Medio (4 - 8 mts)",122,"Grande",-68.8339472342,-32.8926531015,3,"Parque O'Higgins",1531146.02653,0,"medio"
"14766",22519,"Morera","21/06/2011 10:09","Medio (4 - 8 mts)",90,"Grande",-68.8603000437,-32.8994126509,5,"Residencial Sur",2423808.92355,1,"bajo"
"5456",8354,"Morera","03/02/2011 16:55","Alto (> 8 mts)",96,"Grande",-68.8403192941,-32.9018907366,2,"Barrio Civico",2366816.36021,0,"bajo"
"13711",20984,"Olmo comun","22/06/2011 11:49","Alto (> 8 mts)",100,"Grande",-68.8644736863,-32.9010607346,5,"Residencial Sur",2423808.92355,0,"bajo"
"3375",5182,"Tipa","05/08/2011 10:53","Medio (4 - 8 mts)",76,"Grande",-68.8382900545,-32.8647873883,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"23412",35486,"Morera","08/04/2011 10:45","Alto (> 8 mts)",116,"Grande",-68.8566171054,-32.8813898894,7,"Residencial Parque",1786336.08966,0,"medio"
"1426",2165,"Morera","07/11/2011 08:55","Medio (4 - 8 mts)",77,"Grande",-68.8400603244,-32.8942882087,2,"Barrio Civico",2366816.36021,0,"bajo"
"15144",23059,"Morera","14/06/2011 13:40","Alto (> 8 mts)",108,"Grande",-68.8625875539,-32.9019772494,5,"Residencial Sur",2423808.92355,0,"medio"
"31765",48187,"Morera","02/09/2011 13:11","Alto (> 8 mts)",180,"Grande",-68.8284270022,-32.8694033522,4,"Cuarta Este Área Fundacional",1822015.85685,1,"medio"
"6557",10008,"Morera","04/11/2010 09:42","Alto (> 8 mts)",85,"Grande",-68.8515871097,-32.8691241044,6,"Residencial Norte",2694682.37982,0,"bajo"
"14702",22429,"Fresno europeo","15/06/2011 11:06","Alto (> 8 mts)",120,"Grande",-68.8596549765,-32.8989578507,5,"Residencial Sur",2423808.92355,1,"medio"
"4801",7355,"Fresno europeo","23/06/2011 09:29","Medio (4 - 8 mts)",8,"Chico",-68.8621057103,-32.9015303471,5,"Residencial Sur",2423808.92355,0,"bajo"
"5563",8521,"Morera","09/02/2011 08:47","Alto (> 8 mts)",127,"Grande",-68.8389812917,-32.8980041542,2,"Barrio Civico",2366816.36021,0,"medio"
"7456",11379,"Fresno americano","27/01/2011 19:32","Alto (> 8 mts)",118,"Grande",-68.8493586416,-32.901591109,2,"Barrio Civico",2366816.36021,0,"medio"
"30147",45745,"Fresno europeo","23/08/2011 11:22","Medio (4 - 8 mts)",85,"Grande",-68.822818717,-32.869145246,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"21806",33100,"Morera","28/06/2011 09:08","Alto (> 8 mts)",118,"Grande",-68.8527162438,-32.8910500907,5,"Residencial Sur",2423808.92355,0,"medio"
"31272",47452,"Morera","20/09/2011 10:22","Alto (> 8 mts)",160,"Grande",-68.8306446529,-32.8752387101,4,"Cuarta Este Área Fundacional",1822015.85685,1,"medio"
