"id","especie","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","inclinacion_peligrosa","cric_tronco_cm_cat","cric_diamtero_cm","esbeltez","rareza_de_altura"
316,"Morera","Medio (4 - 8 mts)",65,"Grande",-68.8216023808,-32.86713706,"4",0,"bajo",204.1,612.3,"normal"
317,"lamo criollo","Alto (> 8 mts)",280,"Grande",-68.8215088145,-32.8671385045,"4",0,"alto",879.2,879.2,"común"
320,"Morera","Medio (4 - 8 mts)",150,"Grande",-68.8201615859,-32.867324059,"4",0,"medio",471,1413,"normal"
321,"Morera","Medio (4 - 8 mts)",100,"Grande",-68.8201676123,-32.8673816309,"4",0,"bajo",314,942,"normal"
322,"Morera","Medio (4 - 8 mts)",150,"Grande",-68.8201777076,-32.8674740195,"4",0,"medio",471,1413,"normal"
324,"Morera","Medio (4 - 8 mts)",140,"Grande",-68.8202026342,-32.867659569,"4",0,"medio",439.6,1318.8,"normal"
325,"Morera","Medio (4 - 8 mts)",140,"Grande",-68.8202073796,-32.8677022954,"4",0,"medio",439.6,1318.8,"normal"
326,"Paraiso sombrilla","Medio (4 - 8 mts)",64,"Grande",-68.8202140935,-32.8677569901,"4",0,"bajo",200.96,602.88,"muy común"
327,"Fresno europeo","Muy bajo (1 - 2 mts)",5,"Chico",-68.8203178588,-32.8678154382,"4",0,"bajo",15.7,62.8,"muy raro"
329,"Perenne","Muy bajo (1 - 2 mts)",6,"Chico",-68.8204708199,-32.8678122025,"4",0,"bajo",18.84,75.36,"raro"
330,"Paraiso sombrilla","Medio (4 - 8 mts)",180,"Grande",-68.8205439381,-32.8678099955,"4",0,"medio",565.2,1695.6,"muy común"
331,"Fresno americano","Bajo (2 - 4 mts)",20,"Chico",-68.8205821625,-32.8678083236,"4",0,"bajo",62.8,125.6,"raro"
332,"Caducifolio","Muy bajo (1 - 2 mts)",4,"Chico",-68.8206314205,-32.8678089443,"4",0,"bajo",12.56,50.24,"muy común"
333,"Caducifolio","Muy bajo (1 - 2 mts)",4,"Chico",-68.8206689621,-32.8678072704,"4",0,"bajo",12.56,50.24,"muy común"
334,"Jacarand","Bajo (2 - 4 mts)",28,"Mediano",-68.8207051393,-32.8678055955,"4",0,"bajo",87.92,175.84,"normal"
335,"Jacarand","Medio (4 - 8 mts)",48,"Mediano",-68.8208082932,-32.867801711,"4",0,"bajo",150.72,452.16,"muy común"
337,"Morera","Medio (4 - 8 mts)",80,"Grande",-68.8209340192,-32.8677989785,"4",0,"bajo",251.2,753.6,"normal"
338,"Morera","Medio (4 - 8 mts)",110,"Grande",-68.8210036415,-32.8677961999,"4",0,"medio",345.4,1036.2,"normal"
339,"Morera","Bajo (2 - 4 mts)",36,"Mediano",-68.8211035386,-32.8677955611,"4",0,"bajo",113.04,226.08,"raro"
341,"Morera","Medio (4 - 8 mts)",110,"Grande",-68.8212466236,-32.8677897522,"4",0,"medio",345.4,1036.2,"normal"
342,"Morera","Medio (4 - 8 mts)",120,"Grande",-68.8213364357,-32.8677165205,"4",0,"medio",376.8,1130.4,"normal"
344,"Morera","Medio (4 - 8 mts)",110,"Grande",-68.8213236782,-32.8676052395,"4",0,"medio",345.4,1036.2,"normal"
347,"Morera","Medio (4 - 8 mts)",46,"Mediano",-68.8212954675,-32.8673676947,"4",0,"bajo",144.44,433.32,"normal"
348,"Paraiso sombrilla","Bajo (2 - 4 mts)",75,"Grande",-68.8212900713,-32.8673360267,"4",0,"bajo",235.5,471,"normal"
349,"Morera","Medio (4 - 8 mts)",150,"Grande",-68.8212860356,-32.8673019621,"4",0,"medio",471,1413,"normal"
351,"Morera","Medio (4 - 8 mts)",150,"Grande",-68.8212753436,-32.8671879718,"4",0,"medio",471,1413,"normal"
352,"Morera","Medio (4 - 8 mts)",140,"Grande",-68.8211573568,-32.8671462341,"4",0,"medio",439.6,1318.8,"normal"
353,"Morera","Medio (4 - 8 mts)",120,"Grande",-68.8210835284,-32.8671501528,"4",0,"medio",376.8,1130.4,"normal"
354,"Morera","Medio (4 - 8 mts)",140,"Grande",-68.8210302849,-32.8671535311,"4",0,"medio",439.6,1318.8,"normal"
355,"Morera","Medio (4 - 8 mts)",150,"Grande",-68.8209140217,-32.867157985,"4",0,"medio",471,1413,"normal"
357,"Fresno europeo","Bajo (2 - 4 mts)",50,"Mediano",-68.820646311,-32.8671691395,"4",0,"bajo",157,314,"raro"
358,"Morera","Medio (4 - 8 mts)",130,"Grande",-68.8205588286,-32.8671747804,"4",0,"medio",408.2,1224.6,"normal"
360,"Morera","Medio (4 - 8 mts)",140,"Grande",-68.8204522028,-32.8671792612,"4",0,"medio",439.6,1318.8,"normal"
361,"Morera","Medio (4 - 8 mts)",160,"Grande",-68.8204023729,-32.8671826432,"4",0,"medio",502.4,1507.2,"normal"
362,"Morera","Medio (4 - 8 mts)",100,"Grande",-68.8203592752,-32.8671866254,"4",0,"bajo",314,942,"normal"
364,"Morera","Medio (4 - 8 mts)",130,"Grande",-68.8202869224,-32.8671893997,"4",0,"medio",408.2,1224.6,"normal"
369,"Morera","Alto (> 8 mts)",135,"Grande",-68.8189021304,-32.867382175,"4",0,"medio",423.9,423.9,"muy común"
372,"Morera","Medio (4 - 8 mts)",125,"Grande",-68.8189082254,-32.8675175597,"4",1,"medio",392.5,1177.5,"normal"
382,"Fresno europeo","Bajo (2 - 4 mts)",35,"Mediano",-68.8193975928,-32.8678455064,"4",0,"bajo",109.9,219.8,"raro"
383,"Fresno europeo","Bajo (2 - 4 mts)",30,"Mediano",-68.8194570707,-32.8678466509,"4",0,"bajo",94.2,188.4,"raro"
386,"Fresno americano","Bajo (2 - 4 mts)",15,"Chico",-68.8196667326,-32.8678372655,"4",0,"bajo",47.1,94.2,"raro"
387,"Morera","Medio (4 - 8 mts)",60,"Mediano",-68.8197693947,-32.8678320132,"4",0,"bajo",188.4,565.2,"normal"
389,"Paraiso","Alto (> 8 mts)",145,"Grande",-68.819932011,-32.8678290193,"4",0,"medio",455.3,455.3,"muy común"
390,"Fresno europeo","Bajo (2 - 4 mts)",25,"Mediano",-68.8199619514,-32.8678269137,"4",0,"bajo",78.5,157,"raro"
391,"Morera","Alto (> 8 mts)",150,"Grande",-68.8200646897,-32.8677785972,"4",0,"medio",471,471,"muy común"
392,"Morera","Alto (> 8 mts)",168,"Grande",-68.8200578238,-32.8677087511,"4",0,"medio",527.52,527.52,"muy común"
393,"Morera","Alto (> 8 mts)",110,"Grande",-68.8200503026,-32.8676485729,"4",0,"medio",345.4,345.4,"muy común"
394,"Morera","Alto (> 8 mts)",160,"Grande",-68.8200452612,-32.8676107044,"4",0,"medio",502.4,502.4,"muy común"
395,"Morera","Alto (> 8 mts)",165,"Grande",-68.820035821,-32.8675542845,"4",0,"medio",518.1,518.1,"muy común"
396,"Morera","Alto (> 8 mts)",185,"Grande",-68.8200295583,-32.8675016291,"4",0,"medio",580.9,580.9,"muy común"
397,"Morera","Alto (> 8 mts)",185,"Grande",-68.8200138353,-32.8673945456,"4",0,"medio",580.9,580.9,"muy común"
398,"Morera","Alto (> 8 mts)",170,"Grande",-68.8200043899,-32.8673137619,"4",0,"medio",533.8,533.8,"muy común"
400,"Ligustro","Alto (> 8 mts)",130,"Grande",-68.8199019368,-32.8671916251,"4",0,"medio",408.2,408.2,"raro"
401,"Prunas","Medio (4 - 8 mts)",40,"Mediano",-68.8198025633,-32.8671963169,"4",1,"bajo",125.6,376.8,"normal"
402,"Ligustro","Medio (4 - 8 mts)",125,"Grande",-68.8197675265,-32.8671984152,"4",0,"medio",392.5,1177.5,"normal"
405,"Morera","Alto (> 8 mts)",175,"Grande",-68.8196123207,-32.8672095149,"4",0,"medio",549.5,549.5,"muy común"
406,"Fresno europeo","Medio (4 - 8 mts)",50,"Mediano",-68.8195437137,-32.8672118533,"4",0,"bajo",157,471,"muy común"
407,"Paraiso","Alto (> 8 mts)",220,"Grande",-68.8194867909,-32.8672160244,"4",0,"alto",690.8,690.8,"muy común"
408,"Tilo","Bajo (2 - 4 mts)",16,"Chico",-68.8193388506,-32.867224945,"4",0,"bajo",50.24,100.48,"normal"
410,"Fresno europeo","Alto (> 8 mts)",250,"Grande",-68.8192111441,-32.8672320462,"4",0,"alto",785,785,"normal"
412,"Acer","Bajo (2 - 4 mts)",24,"Mediano",-68.8181695523,-32.8673379826,"4",0,"bajo",75.36,150.72,"raro"
413,"Fresno americano","Medio (4 - 8 mts)",120,"Grande",-68.8185999883,-32.8672860017,"4",0,"medio",376.8,1130.4,"muy común"
414,"Morera","Medio (4 - 8 mts)",180,"Grande",-68.8184846549,-32.867300752,"4",0,"medio",565.2,1695.6,"normal"
415,"Morera","Medio (4 - 8 mts)",70,"Grande",-68.8183360151,-32.8673146478,"4",0,"bajo",219.8,659.4,"normal"
416,"Morera","Medio (4 - 8 mts)",120,"Grande",-68.81825797,-32.8673255017,"4",0,"medio",376.8,1130.4,"normal"
418,"Acer","Medio (4 - 8 mts)",130,"Grande",-68.8180617823,-32.8673495768,"4",0,"medio",408.2,1224.6,"muy común"
419,"Paraiso sombrilla","Medio (4 - 8 mts)",120,"Grande",-68.8179482172,-32.8673610858,"4",0,"medio",376.8,1130.4,"muy común"
422,"Morera","Medio (4 - 8 mts)",150,"Grande",-68.8176405358,-32.8674092606,"4",0,"medio",471,1413,"normal"
423,"Prunas","Bajo (2 - 4 mts)",36,"Mediano",-68.8175928977,-32.8674337091,"4",0,"bajo",113.04,226.08,"muy común"
424,"Tipa","Muy bajo (1 - 2 mts)",8,"Chico",-68.8175296767,-32.8674626028,"4",0,"bajo",25.12,100.48,"muy raro"
425,"Tilo","Medio (4 - 8 mts)",90,"Grande",-68.8174822062,-32.8675111033,"4",0,"bajo",282.6,847.8,"muy común"
426,"Paraiso sombrilla","Medio (4 - 8 mts)",200,"Grande",-68.8174505264,-32.8675596269,"4",0,"medio",628,1884,"muy común"
427,"Morera","Medio (4 - 8 mts)",70,"Grande",-68.8174318256,-32.8676199202,"4",0,"bajo",219.8,659.4,"normal"
428,"Morera","Medio (4 - 8 mts)",170,"Grande",-68.8174186491,-32.8677045069,"4",0,"medio",533.8,1601.4,"normal"
429,"Olmo bola","Medio (4 - 8 mts)",100,"Grande",-68.8174250413,-32.8677714418,"4",0,"bajo",314,942,"muy común"
430,"Acer","Bajo (2 - 4 mts)",36,"Mediano",-68.8174323986,-32.8678074888,"4",0,"bajo",113.04,226.08,"raro"
431,"Morera","Bajo (2 - 4 mts)",24,"Mediano",-68.8174425301,-32.867849023,"4",0,"bajo",75.36,150.72,"raro"
432,"Morera","Medio (4 - 8 mts)",160,"Grande",-68.8174544614,-32.8679195447,"4",0,"medio",502.4,1507.2,"normal"
433,"Morera","Medio (4 - 8 mts)",100,"Grande",-68.8174599526,-32.8679595059,"4",0,"bajo",314,942,"normal"
434,"Morera","Medio (4 - 8 mts)",150,"Grande",-68.8174709993,-32.8680080918,"4",0,"medio",471,1413,"normal"
435,"Acer","Muy bajo (1 - 2 mts)",12,"Chico",-68.8175554938,-32.8680475506,"4",0,"bajo",37.68,150.72,"muy raro"
437,"Paraiso sombrilla","Bajo (2 - 4 mts)",80,"Grande",-68.8176214761,-32.8680311954,"4",0,"bajo",251.2,502.4,"normal"
438,"Morera","Muy bajo (1 - 2 mts)",8,"Chico",-68.8176995362,-32.8680132915,"4",0,"bajo",25.12,100.48,"muy raro"
439,"Morera","Medio (4 - 8 mts)",120,"Grande",-68.8178122349,-32.8679937996,"4",0,"medio",376.8,1130.4,"normal"
440,"Morera","Medio (4 - 8 mts)",130,"Grande",-68.8179191002,-32.8679704535,"4",0,"medio",408.2,1224.6,"normal"
443,"Morera","Medio (4 - 8 mts)",90,"Grande",-68.8181543076,-32.8679206082,"4",0,"bajo",282.6,847.8,"normal"
444,"Morera","Medio (4 - 8 mts)",85,"Grande",-68.8182770218,-32.8679105784,"4",0,"bajo",266.9,800.7,"normal"
445,"Morera","Medio (4 - 8 mts)",90,"Grande",-68.818324401,-32.8679067303,"4",0,"bajo",282.6,847.8,"normal"
446,"Morera","Medio (4 - 8 mts)",90,"Grande",-68.8183689953,-32.8679020945,"4",0,"bajo",282.6,847.8,"normal"
447,"Morera","Medio (4 - 8 mts)",100,"Grande",-68.8184258278,-32.8679005639,"4",0,"bajo",314,942,"normal"
448,"Paraiso sombrilla","Medio (4 - 8 mts)",150,"Grande",-68.8186283429,-32.8678875405,"4",0,"medio",471,1413,"muy común"
449,"Morera","Medio (4 - 8 mts)",120,"Grande",-68.8187753473,-32.8678224213,"4",0,"medio",376.8,1130.4,"normal"
451,"Morera","Medio (4 - 8 mts)",140,"Grande",-68.8187626756,-32.8676594587,"4",0,"medio",439.6,1318.8,"normal"
453,"Paraiso sombrilla","Medio (4 - 8 mts)",100,"Grande",-68.8187564646,-32.8675160902,"4",0,"bajo",314,942,"muy común"
454,"Morera","Medio (4 - 8 mts)",140,"Grande",-68.8187501176,-32.8674400925,"4",0,"medio",439.6,1318.8,"normal"
457,"Morera","Alto (> 8 mts)",140,"Grande",-68.8215354939,-32.8680489861,"4",0,"medio",439.6,439.6,"muy común"
458,"Morera","Medio (4 - 8 mts)",170,"Grande",-68.82154466,-32.8681163268,"4",0,"medio",533.8,1601.4,"normal"
459,"Braquiquito","Bajo (2 - 4 mts)",20,"Chico",-68.8215569063,-32.8682061549,"4",0,"bajo",62.8,125.6,"normal"
460,"Fresno europeo","Medio (4 - 8 mts)",95,"Grande",-68.8215614725,-32.8682479964,"4",0,"bajo",298.3,894.9,"muy común"
463,"Morera","Medio (4 - 8 mts)",90,"Grande",-68.821585189,-32.8684236415,"4",0,"bajo",282.6,847.8,"normal"
465,"Morera","Alto (> 8 mts)",185,"Grande",-68.8216020223,-32.8685321754,"4",0,"medio",580.9,580.9,"muy común"
466,"Morera","Alto (> 8 mts)",148,"Grande",-68.8217680874,-32.8686025603,"4",0,"medio",464.72,464.72,"muy común"
468,"Morera","Alto (> 8 mts)",180,"Grande",-68.8219223286,-32.8685988576,"4",0,"medio",565.2,565.2,"muy común"
469,"Morera","Alto (> 8 mts)",180,"Grande",-68.822016337,-32.8685923991,"4",0,"medio",565.2,565.2,"muy común"
470,"Paraiso","Medio (4 - 8 mts)",78,"Grande",-68.8220837635,-32.8685931487,"4",0,"bajo",244.92,734.76,"normal"
471,"Fresno europeo","Muy bajo (1 - 2 mts)",4,"Chico",-68.8221628278,-32.8685880313,"4",0,"bajo",12.56,50.24,"muy raro"
472,"Morera","Muy bajo (1 - 2 mts)",2,"Chico",-68.8221884074,-32.8685867611,"4",0,"bajo",6.28,25.12,"muy raro"
473,"Morera","Alto (> 8 mts)",140,"Grande",-68.8223209495,-32.8685817196,"4",1,"medio",439.6,439.6,"muy común"
474,"Morera","Alto (> 8 mts)",160,"Grande",-68.8224149243,-32.86857923,"4",1,"medio",502.4,502.4,"muy común"
476,"Morera","Alto (> 8 mts)",150,"Grande",-68.8226218728,-32.8685729872,"4",0,"medio",471,471,"muy común"
477,"Fresno europeo","Muy bajo (1 - 2 mts)",3,"Chico",-68.822729257,-32.8684474956,"4",0,"bajo",9.42,37.68,"muy raro"
479,"Paraiso","Medio (4 - 8 mts)",110,"Grande",-68.8227185167,-32.8683589349,"4",0,"medio",345.4,1036.2,"normal"
480,"Fresno europeo","Bajo (2 - 4 mts)",45,"Mediano",-68.8227131523,-32.8683163096,"4",0,"bajo",141.3,282.6,"raro"
481,"Paraiso sombrilla","Medio (4 - 8 mts)",65,"Grande",-68.8227070483,-32.8682679286,"4",0,"bajo",204.1,612.3,"muy común"
482,"Fresno europeo","Muy bajo (1 - 2 mts)",16,"Chico",-68.8227024673,-32.8682332782,"4",0,"bajo",50.24,200.96,"muy raro"
483,"Fresno europeo","Medio (4 - 8 mts)",150,"Grande",-68.822690215,-32.8681587421,"4",0,"medio",471,1413,"muy común"
486,"Morera","Medio (4 - 8 mts)",50,"Mediano",-68.8226764795,-32.8680284566,"4",0,"bajo",157,471,"normal"
487,"Fresno europeo","Medio (4 - 8 mts)",145,"Grande",-68.8226703547,-32.8679905353,"4",0,"medio",455.3,1365.9,"muy común"
488,"Fresno europeo","Medio (4 - 8 mts)",135,"Grande",-68.8226596411,-32.867921885,"4",0,"medio",423.9,1271.7,"muy común"
489,"Jacarand","Bajo (2 - 4 mts)",25,"Mediano",-68.8225743513,-32.8678777758,"4",1,"bajo",78.5,157,"normal"
490,"Morera","Alto (> 8 mts)",180,"Grande",-68.8224689402,-32.8678808949,"4",0,"medio",565.2,565.2,"muy común"
491,"Morera","Alto (> 8 mts)",138,"Grande",-68.8223736288,-32.867882067,"4",0,"medio",433.32,433.32,"muy común"
492,"Morera","Medio (4 - 8 mts)",150,"Grande",-68.8223340986,-32.8678833183,"4",0,"medio",471,1413,"normal"
494,"Morera","Alto (> 8 mts)",138,"Grande",-68.8222054302,-32.8678896719,"4",0,"medio",433.32,433.32,"muy común"
495,"Morera","Alto (> 8 mts)",140,"Grande",-68.8221507754,-32.8678922055,"4",0,"medio",439.6,439.6,"muy común"
496,"Morera","Alto (> 8 mts)",150,"Grande",-68.8220500205,-32.867892716,"4",0,"medio",471,471,"muy común"
497,"Morera","Alto (> 8 mts)",150,"Grande",-68.8219918879,-32.8678952473,"4",0,"medio",471,471,"muy común"
498,"Morera","Alto (> 8 mts)",180,"Grande",-68.8219345286,-32.8678984343,"4",0,"medio",565.2,565.2,"muy común"
500,"Morera","Alto (> 8 mts)",138,"Grande",-68.8217653945,-32.8679014621,"4",0,"medio",433.32,433.32,"muy común"
501,"Morera","Alto (> 8 mts)",120,"Grande",-68.8216700602,-32.8679039412,"4",1,"medio",376.8,376.8,"muy común"
502,"Morera","Alto (> 8 mts)",180,"Grande",-68.8215956478,-32.8679084112,"4",0,"medio",565.2,565.2,"muy común"
503,"Morera","Medio (4 - 8 mts)",140,"Grande",-68.820266495,-32.8680160149,"4",0,"medio",439.6,1318.8,"normal"
506,"Morera","Medio (4 - 8 mts)",120,"Grande",-68.8202872534,-32.8681742704,"4",0,"medio",376.8,1130.4,"normal"
507,"Morera","Medio (4 - 8 mts)",130,"Grande",-68.8202922576,-32.8682116077,"4",0,"medio",408.2,1224.6,"normal"
508,"Morera","Alto (> 8 mts)",130,"Grande",-68.8202983414,-32.8682582277,"4",0,"medio",408.2,408.2,"muy común"
511,"Morera","Alto (> 8 mts)",120,"Grande",-68.8203110424,-32.8683688784,"4",0,"medio",376.8,376.8,"muy común"
512,"Morera","Bajo (2 - 4 mts)",32,"Mediano",-68.8203206305,-32.8684585828,"4",0,"bajo",100.48,200.96,"raro"
513,"Morera","Medio (4 - 8 mts)",140,"Grande",-68.8203282591,-32.8685207223,"4",0,"medio",439.6,1318.8,"normal"
514,"Morera","Alto (> 8 mts)",160,"Grande",-68.8203358788,-32.868587767,"4",0,"medio",502.4,502.4,"muy común"
515,"Morera","Medio (4 - 8 mts)",90,"Grande",-68.820395667,-32.8686377364,"4",1,"bajo",282.6,847.8,"normal"
516,"Morera","Alto (> 8 mts)",170,"Grande",-68.820509398,-32.8686357193,"4",0,"medio",533.8,533.8,"muy común"
518,"Morera","Alto (> 8 mts)",160,"Grande",-68.8206328223,-32.8686337161,"4",0,"medio",502.4,502.4,"muy común"
519,"Morera","Medio (4 - 8 mts)",150,"Grande",-68.8206913489,-32.8686310588,"4",0,"medio",471,1413,"normal"
520,"Morera","Medio (4 - 8 mts)",100,"Grande",-68.820751821,-32.8686305963,"4",0,"bajo",314,942,"normal"
523,"Morera","Alto (> 8 mts)",160,"Grande",-68.8209459067,-32.8686236923,"4",0,"medio",502.4,502.4,"muy común"
524,"Morera","Alto (> 8 mts)",130,"Grande",-68.8210011764,-32.8686237714,"4",0,"medio",408.2,408.2,"muy común"
525,"Morera","Muy bajo (1 - 2 mts)",3,"Chico",-68.8210766105,-32.868620589,"4",0,"bajo",9.42,37.68,"muy raro"
526,"Fresno europeo","Muy bajo (1 - 2 mts)",3,"Chico",-68.8211496244,-32.8686195582,"4",0,"bajo",9.42,37.68,"muy raro"
527,"Morera","Alto (> 8 mts)",200,"Grande",-68.8212348059,-32.8686191317,"4",0,"medio",628,628,"muy común"
529,"Morera","Alto (> 8 mts)",140,"Grande",-68.8213876239,-32.8686127694,"4",0,"medio",439.6,439.6,"muy común"
530,"Paraiso sombrilla","Muy bajo (1 - 2 mts)",8,"Chico",-68.8214554508,-32.868555019,"4",0,"bajo",25.12,100.48,"muy raro"
531,"Morera","Bajo (2 - 4 mts)",20,"Chico",-68.8214477588,-32.8684996196,"4",0,"bajo",62.8,125.6,"raro"
532,"Morera","Medio (4 - 8 mts)",140,"Grande",-68.8214362131,-32.8684206319,"4",0,"medio",439.6,1318.8,"normal"
533,"Morera","Medio (4 - 8 mts)",120,"Grande",-68.8214265293,-32.868357311,"4",0,"medio",376.8,1130.4,"normal"
535,"Fresno europeo","Muy bajo (1 - 2 mts)",3,"Chico",-68.8214130986,-32.8682454168,"4",0,"bajo",9.42,37.68,"muy raro"
536,"Morera","Medio (4 - 8 mts)",140,"Grande",-68.8214092801,-32.8682042815,"4",0,"medio",439.6,1318.8,"normal"
537,"Morera","Medio (4 - 8 mts)",160,"Grande",-68.8214028562,-32.8681436622,"4",0,"medio",502.4,1507.2,"normal"
540,"Morera","Medio (4 - 8 mts)",122,"Grande",-68.8213797617,-32.8679867849,"4",0,"medio",383.08,1149.24,"normal"
541,"Morera","Medio (4 - 8 mts)",140,"Grande",-68.821350583,-32.8679191216,"4",0,"medio",439.6,1318.8,"normal"
543,"Morera","Medio (4 - 8 mts)",84,"Grande",-68.8211841189,-32.8679221741,"4",0,"bajo",263.76,791.28,"normal"
544,"Morera","Medio (4 - 8 mts)",130,"Grande",-68.8210960284,-32.8679259002,"4",0,"medio",408.2,1224.6,"normal"
546,"Morera","Muy bajo (1 - 2 mts)",4,"Chico",-68.8209250115,-32.867929494,"4",0,"bajo",12.56,50.24,"muy raro"
549,"Morera","Medio (4 - 8 mts)",160,"Grande",-68.8206068619,-32.8679405681,"4",0,"medio",502.4,1507.2,"normal"
551,"Morera","Medio (4 - 8 mts)",150,"Grande",-68.820472118,-32.8679453224,"4",1,"medio",471,1413,"normal"
552,"Morera","Medio (4 - 8 mts)",180,"Grande",-68.8204025409,-32.8679468682,"4",0,"medio",565.2,1695.6,"normal"
555,"Fresno europeo","Alto (> 8 mts)",170,"Grande",-68.818951919,-32.868068028,"4",1,"medio",533.8,533.8,"normal"
556,"Morera","Alto (> 8 mts)",200,"Grande",-68.8189679588,-32.8681779001,"4",0,"medio",628,628,"muy común"
557,"Morera","Alto (> 8 mts)",148,"Grande",-68.8189759579,-32.8682433864,"4",0,"medio",464.72,464.72,"muy común"
558,"Caducifolio","Muy bajo (1 - 2 mts)",18,"Chico",-68.8189810602,-32.8682778818,"4",0,"bajo",56.52,226.08,"muy común"
559,"Morera","Medio (4 - 8 mts)",180,"Grande",-68.8189861651,-32.8683121851,"4",1,"medio",565.2,1695.6,"normal"
560,"Morera","Alto (> 8 mts)",195,"Grande",-68.8189926951,-32.868380276,"4",0,"medio",612.3,612.3,"muy común"
561,"Morera","Alto (> 8 mts)",160,"Grande",-68.8190072511,-32.8684963857,"4",1,"medio",502.4,502.4,"muy común"
562,"Morera","Alto (> 8 mts)",130,"Grande",-68.8190189344,-32.8685681126,"4",0,"medio",408.2,408.2,"muy común"
564,"Perenne","Muy bajo (1 - 2 mts)",80,"Grande",-68.8190893112,-32.868684504,"4",0,"bajo",251.2,1004.8,"raro"
565,"Morera","Alto (> 8 mts)",150,"Grande",-68.8191445832,-32.8686829384,"4",0,"medio",471,471,"muy común"
566,"Caducifolio","Bajo (2 - 4 mts)",30,"Mediano",-68.8192272188,-32.8686808568,"4",0,"bajo",94.2,188.4,"normal"
567,"Caducifolio","Medio (4 - 8 mts)",50,"Mediano",-68.8192499783,-32.8686803414,"4",0,"bajo",157,471,"raro"
568,"Morera","Alto (> 8 mts)",180,"Grande",-68.8192733885,-32.8686792788,"4",0,"medio",565.2,565.2,"muy común"
570,"Morera","Alto (> 8 mts)",150,"Grande",-68.8194308706,-32.8686734739,"4",0,"medio",471,471,"muy común"
571,"Morera","Alto (> 8 mts)",180,"Grande",-68.8194952426,-32.8686735668,"4",0,"medio",565.2,565.2,"muy común"
572,"Morera","Alto (> 8 mts)",140,"Grande",-68.8196078628,-32.8686698736,"4",0,"medio",439.6,439.6,"muy común"
575,"Morera","Muy bajo (1 - 2 mts)",8,"Chico",-68.8197797608,-32.8686624272,"4",0,"bajo",25.12,100.48,"muy raro"
578,"Morera","Alto (> 8 mts)",168,"Grande",-68.8199852537,-32.8686512066,"4",0,"medio",527.52,527.52,"muy común"
581,"Morera","Alto (> 8 mts)",120,"Grande",-68.820166945,-32.8686052795,"4",1,"medio",376.8,376.8,"muy común"
583,"Morera","Alto (> 8 mts)",180,"Grande",-68.8201567064,-32.8685102362,"4",1,"medio",565.2,565.2,"muy común"
584,"Morera","Medio (4 - 8 mts)",100,"Grande",-68.8201503,-32.8684625165,"4",0,"bajo",314,942,"normal"
587,"Morera","Alto (> 8 mts)",180,"Grande",-68.8201271983,-32.868305492,"4",1,"medio",565.2,565.2,"muy común"
588,"Morera","Alto (> 8 mts)",170,"Grande",-68.8201188853,-32.8682252464,"4",0,"medio",533.8,533.8,"muy común"
589,"Morera","Alto (> 8 mts)",160,"Grande",-68.8201118163,-32.8681696811,"4",1,"medio",502.4,502.4,"muy común"
592,"Morera","Alto (> 8 mts)",165,"Grande",-68.8200878579,-32.8680147121,"4",1,"medio",518.1,518.1,"muy común"
593,"Morera","Alto (> 8 mts)",100,"Grande",-68.820011778,-32.8679602206,"4",0,"bajo",314,314,"muy común"
595,"Morera","Alto (> 8 mts)",110,"Grande",-68.8199274921,-32.8679645419,"4",1,"medio",345.4,345.4,"muy común"
597,"Paraiso","Medio (4 - 8 mts)",100,"Grande",-68.8198623028,-32.8679683353,"4",0,"bajo",314,942,"normal"
598,"lamo blanco","Medio (4 - 8 mts)",160,"Grande",-68.8198247698,-32.8679699476,"4",0,"medio",502.4,1507.2,"normal"
599,"lamo blanco","Medio (4 - 8 mts)",160,"Grande",-68.8197707782,-32.8679715352,"4",0,"medio",502.4,1507.2,"normal"
600,"Morera","Alto (> 8 mts)",130,"Grande",-68.81970164,-32.8679742119,"4",1,"medio",408.2,408.2,"muy común"
601,"Morera","Alto (> 8 mts)",160,"Grande",-68.8196436984,-32.8679746839,"4",1,"medio",502.4,502.4,"muy común"
602,"Morera","Alto (> 8 mts)",60,"Mediano",-68.8195505797,-32.8679746479,"4",0,"bajo",188.4,188.4,"muy común"
603,"Morera","Alto (> 8 mts)",110,"Grande",-68.8194929066,-32.8679770587,"4",0,"medio",345.4,345.4,"muy común"
605,"Fresno europeo","Medio (4 - 8 mts)",50,"Mediano",-68.8193692492,-32.8679812417,"4",0,"bajo",157,471,"muy común"
